<TICKER>,<PER>,<DATE>,<TIME>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>
MOEX,D,20130412,000000,45.7000000,45.9700000,45.0000000,45.4500000,469350
MOEX,D,20130415,000000,45.5000000,46.2000000,45.4200000,45.6600000,1393630
MOEX,D,20130416,000000,45.7700000,45.7700000,42.5700000,43.3900000,578480
MOEX,D,20130417,000000,43.8800000,44.4800000,43.1100000,43.3000000,1034050
MOEX,D,20130418,000000,43.5000000,43.5000000,42.5800000,43.0300000,888600
MOEX,D,20130419,000000,43.1800000,43.5700000,43.0000000,43.3800000,1334260
MOEX,D,20130422,000000,43.9900000,44.0500000,43.5000000,43.5500000,472550
MOEX,D,20130423,000000,43.7100000,44.0800000,43.6300000,44.0000000,835630
MOEX,D,20130424,000000,44.0200000,44.5000000,44.0200000,44.4600000,456310
MOEX,D,20130425,000000,44.4200000,44.6300000,44.0100000,44.2000000,556250
MOEX,D,20130426,000000,44.5000000,44.9500000,44.2000000,44.6900000,822010
MOEX,D,20130429,000000,44.9100000,45.0100000,44.4000000,44.5700000,187190
MOEX,D,20130430,000000,44.9100000,45.0100000,44.3000000,44.4100000,323540
MOEX,D,20130502,000000,44.5500000,44.5500000,43.7500000,44.3700000,169640
MOEX,D,20130503,000000,44.4000000,44.9800000,44.2200000,44.9800000,172390
MOEX,D,20130506,000000,45.2900000,47.8300000,45.2900000,46.1600000,686090
MOEX,D,20130507,000000,46.1500000,49.9000000,46.1500000,47.5000000,477510
MOEX,D,20130508,000000,47.3500000,49.0000000,47.0100000,48.7600000,690130
MOEX,D,20130510,000000,48.5600000,49.2900000,48.5400000,48.6000000,738670
MOEX,D,20130513,000000,49.2700000,49.9900000,48.6300000,49.0000000,280750
MOEX,D,20130514,000000,48.9700000,49.2300000,48.6800000,49.0800000,591600
MOEX,D,20130515,000000,50.0000000,50.1400000,49.6200000,49.8500000,1074800
MOEX,D,20130516,000000,49.9900000,50.1000000,49.9000000,50.1000000,216910
MOEX,D,20130517,000000,50.1000000,50.2900000,50.0000000,50.0900000,127180
MOEX,D,20130520,000000,49.9900000,51.2000000,49.9900000,51.0000000,535400
MOEX,D,20130521,000000,50.3800000,51.5000000,45.2500000,51.3400000,877330
MOEX,D,20130522,000000,51.3500000,55.0600000,51.3500000,54.4500000,1901910
MOEX,D,20130523,000000,54.3500000,54.4300000,53.5000000,53.7600000,534050
MOEX,D,20130524,000000,53.8300000,53.9300000,52.5100000,52.5100000,484860
MOEX,D,20130527,000000,53.2900000,53.4000000,52.8100000,53.2000000,360060
MOEX,D,20130528,000000,53.2400000,53.9700000,53.2100000,53.7900000,256510
MOEX,D,20130529,000000,53.3800000,53.7200000,52.8000000,53.5200000,637050
MOEX,D,20130530,000000,53.2400000,53.5900000,53.0500000,53.5000000,827150
MOEX,D,20130531,000000,53.6800000,53.8000000,53.3700000,53.3700000,172810
MOEX,D,20130603,000000,53.4600000,53.6100000,52.6400000,52.6800000,691060
MOEX,D,20130604,000000,52.8700000,53.1200000,52.4500000,52.6200000,822880
MOEX,D,20130605,000000,52.5300000,52.7600000,52.5000000,52.5000000,299610
MOEX,D,20130606,000000,52.5000000,54.7800000,52.5000000,53.2500000,1753200
MOEX,D,20130607,000000,53.1800000,53.8000000,53.0800000,53.5300000,310380
MOEX,D,20130610,000000,53.6900000,53.7100000,53.4600000,53.5000000,331830
MOEX,D,20130611,000000,53.5000000,53.6500000,52.1800000,52.1800000,700110
MOEX,D,20130613,000000,52.1300000,52.1500000,51.5200000,51.5200000,431750
MOEX,D,20130614,000000,51.7700000,51.9500000,51.4900000,51.5600000,234920
MOEX,D,20130617,000000,51.5700000,54.0000000,51.3300000,52.7500000,1238970
MOEX,D,20130618,000000,52.4100000,52.8600000,52.0000000,52.6200000,224530
MOEX,D,20130619,000000,52.8100000,53.0600000,52.2700000,52.6800000,468670
MOEX,D,20130620,000000,52.4200000,52.4200000,50.5000000,50.5000000,1191240
MOEX,D,20130621,000000,50.4700000,51.3000000,49.7800000,49.7800000,988950
MOEX,D,20130624,000000,50.4900000,51.7800000,49.7900000,51.4700000,1859290
MOEX,D,20130625,000000,51.4900000,52.4900000,51.3000000,52.0000000,1878380
MOEX,D,20130626,000000,52.0900000,52.8600000,51.8300000,52.7200000,1598000
MOEX,D,20130627,000000,52.7800000,53.3000000,52.4500000,53.0400000,956730
MOEX,D,20130628,000000,52.8200000,54.4100000,52.8200000,53.2100000,1314550
MOEX,D,20130701,000000,53.4800000,54.0100000,53.4300000,53.9000000,521190
MOEX,D,20130702,000000,53.9900000,54.1700000,53.6000000,54.1500000,729990
MOEX,D,20130703,000000,54.1900000,54.2000000,53.6700000,53.7300000,393600
MOEX,D,20130704,000000,54.2300000,54.2300000,53.8500000,53.9000000,395250
MOEX,D,20130705,000000,54.0000000,54.0800000,53.8500000,53.8900000,339780
MOEX,D,20130708,000000,53.8900000,54.0800000,53.8400000,54.0500000,448910
MOEX,D,20130709,000000,54.1400000,54.1500000,53.6000000,53.6000000,462360
MOEX,D,20130710,000000,53.7300000,53.7300000,53.2600000,53.3000000,283160
MOEX,D,20130711,000000,53.5000000,54.1800000,53.5000000,54.1800000,1056790
MOEX,D,20130712,000000,54.0500000,54.2000000,53.7500000,53.9000000,355470
MOEX,D,20130715,000000,53.9900000,54.1900000,53.8000000,53.9000000,272370
MOEX,D,20130716,000000,53.9900000,54.0300000,53.7700000,53.8600000,454220
MOEX,D,20130717,000000,54.0000000,54.0400000,53.9000000,54.0200000,315520
MOEX,D,20130718,000000,54.2800000,54.2800000,53.9300000,53.9300000,494700
MOEX,D,20130719,000000,53.5800000,54.2600000,53.2800000,53.8500000,769690
MOEX,D,20130722,000000,53.7100000,54.1000000,53.6400000,53.9400000,627960
MOEX,D,20130723,000000,53.9700000,54.5000000,53.8900000,53.9700000,929170
MOEX,D,20130724,000000,53.9500000,54.3800000,53.9500000,54.2400000,663280
MOEX,D,20130725,000000,54.5000000,54.5000000,53.9500000,54.0000000,488120
MOEX,D,20130726,000000,53.9400000,54.4300000,53.9400000,54.4300000,337110
MOEX,D,20130729,000000,54.4300000,55.3000000,54.3000000,55.3000000,1142680
MOEX,D,20130730,000000,54.7400000,56.1500000,54.7400000,56.0600000,711920
MOEX,D,20130731,000000,55.9800000,56.3000000,55.9800000,56.2800000,1171510
MOEX,D,20130801,000000,56.2200000,60.5000000,56.2200000,60.5000000,2123960
MOEX,D,20130802,000000,60.7800000,62.3000000,58.3000000,59.0000000,1221740
MOEX,D,20130805,000000,59.5400000,62.4200000,58.8900000,59.9000000,1082540
MOEX,D,20130806,000000,59.4500000,59.9000000,55.1200000,56.4000000,968410
MOEX,D,20130807,000000,56.3900000,56.3900000,55.7700000,55.7700000,788430
MOEX,D,20130808,000000,55.9400000,56.0400000,55.7100000,56.0400000,368310
MOEX,D,20130809,000000,55.8100000,56.1700000,55.8100000,56.1000000,267510
MOEX,D,20130812,000000,56.4300000,56.4300000,55.9800000,56.0900000,659360
MOEX,D,20130813,000000,55.9700000,57.1300000,55.9700000,56.7800000,1000750
MOEX,D,20130814,000000,56.8400000,57.3300000,56.8100000,56.9500000,788730
MOEX,D,20130815,000000,57.0900000,57.2400000,56.1400000,56.3700000,478280
MOEX,D,20130816,000000,56.2100000,56.6300000,55.9300000,56.2000000,846490
MOEX,D,20130819,000000,56.1500000,56.3800000,55.9600000,56.2000000,536100
MOEX,D,20130820,000000,56.1600000,56.3700000,56.0000000,56.0000000,555760
MOEX,D,20130821,000000,55.9900000,56.2800000,55.9500000,56.2800000,474080
MOEX,D,20130822,000000,56.1800000,57.1400000,56.1200000,57.0900000,780280
MOEX,D,20130823,000000,56.8700000,57.7100000,56.8200000,57.3000000,1115950
MOEX,D,20130826,000000,57.2800000,57.2800000,57.0000000,57.2800000,224720
MOEX,D,20130827,000000,57.1500000,59.0000000,57.0500000,58.4400000,657690
MOEX,D,20130828,000000,58.4200000,59.2500000,58.2500000,58.9000000,367180
MOEX,D,20130829,000000,59.0700000,61.8000000,59.0700000,60.4800000,1704700
MOEX,D,20130830,000000,60.3300000,63.0000000,59.4700000,61.0000000,1528160
MOEX,D,20130902,000000,61.2700000,61.5400000,60.7600000,61.0500000,956150
MOEX,D,20130903,000000,61.5000000,61.9000000,61.2100000,61.6500000,1169240
MOEX,D,20130904,000000,61.7000000,62.3900000,61.6600000,61.9100000,1127000
MOEX,D,20130905,000000,62.0000000,62.9300000,61.9400000,62.8400000,921560
MOEX,D,20130906,000000,63.0000000,67.2500000,63.0000000,64.8700000,3898510
MOEX,D,20130909,000000,65.6100000,65.7700000,63.0700000,64.9100000,2107770
MOEX,D,20130910,000000,65.2800000,66.7000000,64.5500000,65.8500000,1636310
MOEX,D,20130911,000000,65.2200000,66.3000000,63.7300000,65.5900000,2324470
MOEX,D,20130912,000000,65.5800000,65.5800000,64.6300000,65.4500000,1073100
MOEX,D,20130913,000000,65.8200000,65.9400000,64.1600000,64.8200000,1689790
MOEX,D,20130916,000000,65.6800000,67.4000000,65.3400000,66.9900000,3515520
MOEX,D,20130917,000000,66.3600000,66.8600000,65.8700000,66.2600000,1801640
MOEX,D,20130918,000000,66.4000000,66.7200000,65.3500000,65.7000000,1440370
MOEX,D,20130919,000000,66.2900000,66.9900000,65.3400000,65.5500000,2437020
MOEX,D,20130920,000000,65.4900000,65.6200000,62.5700000,63.2500000,5418420
MOEX,D,20130923,000000,62.9800000,63.0000000,60.0000000,62.4100000,4618900
MOEX,D,20130924,000000,62.0000000,64.6500000,60.0700000,63.2000000,2886120
MOEX,D,20130925,000000,63.2400000,63.2600000,60.3500000,60.3500000,1217280
MOEX,D,20130926,000000,61.0000000,61.2400000,59.9400000,60.2600000,1002390
MOEX,D,20130927,000000,60.2500000,60.8100000,59.3600000,60.6400000,1024800
MOEX,D,20130930,000000,60.5100000,62.1000000,60.4200000,62.0500000,725600
MOEX,D,20131001,000000,62.2100000,64.8500000,62.2000000,64.7700000,780100
MOEX,D,20131002,000000,64.6000000,65.6900000,63.9800000,64.8500000,3593580
MOEX,D,20131003,000000,65.0800000,65.6300000,63.0900000,65.3100000,1194900
MOEX,D,20131004,000000,65.3800000,65.9500000,64.0800000,65.8600000,688510
MOEX,D,20131007,000000,65.6700000,65.7300000,64.6900000,64.9000000,364570
MOEX,D,20131008,000000,64.7100000,66.1000000,64.1900000,65.9700000,2396140
MOEX,D,20131009,000000,65.5400000,66.8000000,65.1900000,66.8000000,2476400
MOEX,D,20131010,000000,66.8000000,67.2100000,65.9000000,67.2000000,2318710
MOEX,D,20131011,000000,67.1900000,67.5000000,66.8200000,67.5000000,1269630
MOEX,D,20131014,000000,66.8100000,68.0000000,66.0500000,67.7400000,2896090
MOEX,D,20131015,000000,68.0700000,69.9900000,67.5600000,68.2700000,2728110
MOEX,D,20131016,000000,68.4200000,68.4200000,67.2400000,68.0700000,1259190
MOEX,D,20131017,000000,68.2900000,68.4400000,67.0300000,67.7500000,990830
MOEX,D,20131018,000000,67.7500000,69.0800000,67.5000000,68.1000000,1135770
MOEX,D,20131021,000000,67.8700000,68.4400000,67.0900000,68.0000000,2306000
MOEX,D,20131022,000000,67.9500000,68.3500000,67.5200000,67.9800000,2992810
MOEX,D,20131023,000000,67.9100000,67.9100000,66.7600000,66.9900000,882060
MOEX,D,20131024,000000,66.8600000,69.2100000,65.6500000,65.8900000,3659450
MOEX,D,20131025,000000,66.2900000,66.8700000,65.5900000,66.0000000,38659280
MOEX,D,20131028,000000,66.0000000,66.1400000,64.5800000,65.0000000,4240250
MOEX,D,20131029,000000,64.9900000,65.0000000,62.7100000,63.6500000,2631940
MOEX,D,20131030,000000,63.5700000,63.6400000,62.2900000,62.9000000,8512070
MOEX,D,20131031,000000,62.4400000,62.5900000,61.2000000,61.2300000,4044510
MOEX,D,20131101,000000,61.2800000,61.6900000,60.9000000,61.4000000,4232370
MOEX,D,20131105,000000,61.9200000,63.2600000,60.6600000,60.9000000,19178900
MOEX,D,20131106,000000,60.9400000,62.6500000,60.7000000,61.0100000,16333490
MOEX,D,20131107,000000,61.0300000,62.1200000,60.8400000,60.9800000,8577990
MOEX,D,20131108,000000,61.8700000,61.8700000,60.6000000,61.4500000,7498250
MOEX,D,20131111,000000,61.6000000,63.3000000,61.0400000,62.4900000,5299200
MOEX,D,20131112,000000,62.5400000,65.3800000,62.5400000,64.8000000,6999890
MOEX,D,20131113,000000,64.6800000,65.7500000,63.7000000,64.5100000,7201640
MOEX,D,20131114,000000,65.0900000,65.2600000,64.6600000,64.7700000,6615000
MOEX,D,20131115,000000,64.9900000,65.1300000,63.9100000,64.9200000,3924840
MOEX,D,20131118,000000,65.0400000,65.0600000,64.4900000,65.0200000,4040230
MOEX,D,20131119,000000,64.9800000,65.3900000,64.8100000,65.3900000,6069430
MOEX,D,20131120,000000,65.0000000,65.6700000,64.7000000,65.3500000,4077720
MOEX,D,20131121,000000,64.9400000,65.6300000,64.3000000,65.5500000,5251230
MOEX,D,20131122,000000,65.6300000,67.5600000,64.8900000,67.1500000,9061380
MOEX,D,20131125,000000,67.0000000,67.9700000,65.9300000,67.5000000,4986020
MOEX,D,20131126,000000,67.5000000,67.8100000,64.9000000,67.4500000,21175750
MOEX,D,20131127,000000,67.0100000,67.5600000,66.6200000,67.4000000,11960510
MOEX,D,20131128,000000,67.3800000,67.3900000,65.5300000,66.5400000,3449040
MOEX,D,20131129,000000,66.2800000,67.1500000,65.7500000,67.0000000,5634420
MOEX,D,20131202,000000,66.9300000,66.9600000,66.2400000,66.5700000,3639800
MOEX,D,20131203,000000,66.3100000,66.5600000,64.0600000,65.5000000,7015000
MOEX,D,20131204,000000,65.5000000,65.6300000,64.5000000,65.1500000,3512080
MOEX,D,20131205,000000,64.9300000,65.2600000,61.4800000,62.0000000,5664680
MOEX,D,20131206,000000,62.1800000,63.7600000,62.0500000,63.3000000,3960650
MOEX,D,20131209,000000,63.7400000,63.7400000,62.7700000,63.0300000,6138200
MOEX,D,20131210,000000,62.5300000,64.4200000,62.4300000,63.7700000,3691780
MOEX,D,20131211,000000,63.5200000,63.9600000,63.1500000,63.7100000,2855130
MOEX,D,20131212,000000,63.1700000,63.8000000,62.8300000,63.1800000,2556840
MOEX,D,20131213,000000,63.0900000,63.9200000,63.0900000,63.8000000,2523850
MOEX,D,20131216,000000,63.9900000,64.0000000,63.4000000,63.8800000,3593030
MOEX,D,20131217,000000,63.5900000,63.8800000,63.0700000,63.5900000,1777310
MOEX,D,20131218,000000,63.3700000,63.8500000,63.1800000,63.5200000,2236010
MOEX,D,20131219,000000,63.7200000,63.8700000,61.6300000,62.1100000,4599570
MOEX,D,20131220,000000,62.3700000,63.7000000,62.3600000,63.0900000,3760640
MOEX,D,20131223,000000,63.3900000,65.6400000,63.3900000,65.0100000,4398800
MOEX,D,20131224,000000,64.5500000,64.9000000,63.8900000,64.3900000,6019090
MOEX,D,20131225,000000,64.7700000,65.9200000,63.6600000,64.0000000,3130470
MOEX,D,20131226,000000,64.2600000,64.2600000,62.2800000,63.0200000,1404490
MOEX,D,20131227,000000,63.2400000,64.5300000,63.1500000,64.2600000,9124550
MOEX,D,20131230,000000,64.2400000,65.2000000,63.7400000,65.0000000,5580870
MOEX,D,20140106,000000,63.2000000,64.9800000,62.5500000,62.9200000,2492140
MOEX,D,20140108,000000,62.9700000,65.0000000,62.6100000,65.0000000,1462210
MOEX,D,20140109,000000,64.6400000,65.2000000,64.6400000,65.0700000,1944290
MOEX,D,20140110,000000,65.0200000,65.4300000,64.7500000,65.3900000,2500890
MOEX,D,20140113,000000,65.2500000,65.4600000,64.5600000,65.2000000,887980
MOEX,D,20140114,000000,65.1200000,65.3000000,64.5800000,64.8100000,1353440
MOEX,D,20140115,000000,65.2400000,65.3000000,64.6900000,65.0000000,2664550
MOEX,D,20140116,000000,64.9000000,65.1200000,64.6400000,64.8000000,1550980
MOEX,D,20140117,000000,64.9800000,65.4500000,64.0500000,64.2600000,1655710
MOEX,D,20140120,000000,64.6200000,65.0700000,63.4100000,63.6600000,1334920
MOEX,D,20140121,000000,64.1900000,64.7000000,63.7000000,64.3300000,1501940
MOEX,D,20140122,000000,64.2100000,64.2500000,63.3000000,63.6000000,1059490
MOEX,D,20140123,000000,63.5300000,64.2500000,63.4100000,63.6100000,1396810
MOEX,D,20140124,000000,63.7200000,64.1000000,62.4500000,62.4500000,3857740
MOEX,D,20140127,000000,61.9500000,62.7800000,60.5500000,61.7600000,2850790
MOEX,D,20140128,000000,61.7500000,63.7500000,61.1600000,62.9600000,3812990
MOEX,D,20140129,000000,63.1600000,63.8000000,62.3500000,63.3000000,2524760
MOEX,D,20140130,000000,63.4500000,63.8000000,61.0000000,61.0800000,5509910
MOEX,D,20140131,000000,61.1400000,61.7800000,60.1500000,61.4300000,3635660
MOEX,D,20140203,000000,61.4700000,62.2200000,60.9800000,61.1800000,814500
MOEX,D,20140204,000000,61.0800000,61.1700000,60.4700000,60.5100000,533800
MOEX,D,20140205,000000,60.8200000,62.7100000,59.7800000,62.4100000,2474760
MOEX,D,20140206,000000,62.7100000,65.0200000,61.6900000,64.7000000,3264840
MOEX,D,20140207,000000,64.9400000,65.1400000,62.5100000,63.5000000,3809200
MOEX,D,20140210,000000,63.7500000,64.6800000,62.6000000,63.0000000,1015220
MOEX,D,20140211,000000,62.9900000,64.2600000,62.8500000,63.6800000,964680
MOEX,D,20140212,000000,63.5200000,64.3000000,62.5100000,62.5500000,1868140
MOEX,D,20140213,000000,62.7900000,64.2300000,62.7900000,64.0500000,2415220
MOEX,D,20140214,000000,64.1000000,65.1600000,63.9300000,65.0000000,2545930
MOEX,D,20140217,000000,65.2100000,65.7000000,64.8200000,65.3000000,9274800
MOEX,D,20140218,000000,65.3000000,65.6000000,64.8600000,65.3000000,2359920
MOEX,D,20140219,000000,65.0200000,65.7000000,64.9200000,65.2700000,2613010
MOEX,D,20140220,000000,65.0200000,65.2700000,64.0000000,64.1700000,2761330
MOEX,D,20140221,000000,64.2600000,65.2700000,64.1400000,65.2300000,1760900
MOEX,D,20140224,000000,65.3300000,65.7000000,64.9100000,65.0700000,3693320
MOEX,D,20140225,000000,65.2500000,65.5000000,64.9000000,65.1500000,2253600
MOEX,D,20140226,000000,65.2900000,65.3400000,63.7500000,64.1000000,5408440
MOEX,D,20140227,000000,64.0500000,65.4100000,63.8500000,64.0000000,8893280
MOEX,D,20140228,000000,64.4700000,65.5000000,62.0000000,64.0000000,10489590
MOEX,D,20140303,000000,61.0000000,61.9900000,53.0000000,56.6100000,14033810
MOEX,D,20140304,000000,56.0400000,61.9700000,56.0300000,56.7500000,9306940
MOEX,D,20140305,000000,57.4900000,59.5200000,56.4500000,59.1100000,9449220
MOEX,D,20140306,000000,59.5000000,59.6600000,57.4000000,57.6700000,8183150
MOEX,D,20140307,000000,57.8100000,58.0500000,55.6000000,57.0000000,4081870
MOEX,D,20140311,000000,56.8300000,56.9900000,53.0500000,54.7500000,7550440
MOEX,D,20140312,000000,53.9700000,54.9400000,53.0600000,53.7500000,2563760
MOEX,D,20140313,000000,54.0000000,54.6100000,48.8600000,49.1000000,6130900
MOEX,D,20140314,000000,46.9800000,49.5000000,42.7400000,48.8400000,16865870
MOEX,D,20140317,000000,49.6900000,52.8700000,49.6900000,50.6000000,5707240
MOEX,D,20140318,000000,51.0200000,60.4000000,50.6200000,56.6200000,11369920
MOEX,D,20140319,000000,56.6400000,59.7900000,55.1700000,55.8600000,12382940
MOEX,D,20140320,000000,54.7200000,57.4000000,54.7200000,56.0300000,2518730
MOEX,D,20140321,000000,53.9900000,56.0000000,53.6200000,55.5300000,3830680
MOEX,D,20140324,000000,55.6100000,56.8700000,55.3300000,56.7000000,2725300
MOEX,D,20140325,000000,56.7600000,59.5900000,56.0000000,58.0700000,6002890
MOEX,D,20140326,000000,58.4700000,59.8700000,57.6100000,59.2500000,5539680
MOEX,D,20140327,000000,59.0100000,59.9400000,57.5000000,57.5500000,3343950
MOEX,D,20140328,000000,58.1000000,59.5100000,57.2700000,58.2300000,1972100
MOEX,D,20140331,000000,58.0600000,58.3500000,57.1900000,57.9000000,4212980
MOEX,D,20140401,000000,57.8800000,58.1900000,57.4000000,57.7600000,1872590
MOEX,D,20140402,000000,57.6500000,59.7000000,57.5800000,59.5000000,4297060
MOEX,D,20140403,000000,59.6900000,59.9700000,58.5600000,59.4400000,1968260
MOEX,D,20140404,000000,59.4900000,59.7800000,58.5000000,58.6000000,1126610
MOEX,D,20140407,000000,58.0500000,58.2000000,55.0500000,56.2500000,5276960
MOEX,D,20140408,000000,56.3000000,57.7600000,55.0300000,57.2200000,6940810
MOEX,D,20140409,000000,58.0000000,58.8900000,55.5000000,58.1900000,5804440
MOEX,D,20140410,000000,58.4200000,63.0000000,58.0200000,62.0000000,5316280
MOEX,D,20140411,000000,60.8100000,62.5600000,60.3500000,61.6700000,2344090
MOEX,D,20140414,000000,60.5200000,61.4000000,57.7300000,58.7000000,6058790
MOEX,D,20140415,000000,58.4600000,59.1500000,55.6300000,55.8100000,4303050
MOEX,D,20140416,000000,56.2800000,57.9700000,53.7700000,56.1000000,4853800
MOEX,D,20140417,000000,56.3000000,57.2300000,55.1200000,55.9300000,3247820
MOEX,D,20140418,000000,57.4300000,58.1800000,56.6100000,57.0000000,2504980
MOEX,D,20140421,000000,57.3400000,57.4300000,55.5400000,56.0000000,1747640
MOEX,D,20140422,000000,55.9600000,56.6500000,55.3300000,55.6000000,2669900
MOEX,D,20140423,000000,55.7000000,56.8900000,55.2200000,55.6500000,2701820
MOEX,D,20140424,000000,56.1500000,56.5800000,54.5000000,55.2000000,3575520
MOEX,D,20140425,000000,55.0300000,56.5200000,53.1600000,53.9000000,5003840
MOEX,D,20140428,000000,53.7900000,54.6700000,51.4900000,53.9000000,7184910
MOEX,D,20140429,000000,54.4100000,55.2700000,51.8800000,53.6600000,7942840
MOEX,D,20140430,000000,53.4600000,53.8300000,52.2000000,52.7900000,7597940
MOEX,D,20140502,000000,52.5200000,53.9100000,52.0900000,53.5900000,1811420
MOEX,D,20140505,000000,53.4900000,55.1800000,52.5300000,52.9100000,2493100
MOEX,D,20140506,000000,53.2700000,54.3600000,53.2600000,54.3100000,2375870
MOEX,D,20140507,000000,54.0800000,56.9400000,54.0200000,55.6000000,3668390
MOEX,D,20140508,000000,55.9700000,58.8500000,55.8100000,58.0300000,7783430
MOEX,D,20140512,000000,58.0300000,58.9800000,57.6500000,58.1700000,3062360
MOEX,D,20140513,000000,58.5800000,59.7600000,57.8300000,59.4900000,2562880
MOEX,D,20140514,000000,59.2900000,59.8500000,58.5500000,59.2900000,1974300
MOEX,D,20140515,000000,59.8000000,60.1500000,57.9800000,58.0000000,2733160
MOEX,D,20140516,000000,58.0000000,59.4200000,56.6100000,58.2100000,4010690
MOEX,D,20140519,000000,58.7900000,60.0000000,57.8500000,59.4900000,2753640
MOEX,D,20140520,000000,59.5500000,60.0100000,58.7000000,59.7500000,2900080
MOEX,D,20140521,000000,59.5600000,61.4700000,59.0700000,60.4900000,3868520
MOEX,D,20140522,000000,60.5100000,61.4600000,60.1500000,60.5000000,4052610
MOEX,D,20140523,000000,60.8300000,62.0000000,60.3100000,62.0000000,3169890
MOEX,D,20140526,000000,61.9300000,62.9000000,61.7500000,62.5400000,2546670
MOEX,D,20140527,000000,62.9900000,62.9900000,60.0700000,61.0000000,3550230
MOEX,D,20140528,000000,61.6100000,61.8000000,60.4200000,61.7500000,1579110
MOEX,D,20140529,000000,61.6400000,64.4900000,61.4400000,63.6400000,9997660
MOEX,D,20140530,000000,63.3500000,65.7500000,63.0200000,65.7500000,13070910
MOEX,D,20140602,000000,65.7000000,66.1900000,63.8400000,65.4500000,8228600
MOEX,D,20140603,000000,65.0000000,65.6500000,61.6700000,63.2000000,7738000
MOEX,D,20140604,000000,63.0000000,64.4900000,61.3000000,64.0100000,4528650
MOEX,D,20140605,000000,63.7400000,65.3000000,63.1300000,65.3000000,2691420
MOEX,D,20140606,000000,65.3200000,65.5000000,64.3400000,65.3400000,4723670
MOEX,D,20140609,000000,65.3500000,65.9500000,64.9300000,65.6600000,2605060
MOEX,D,20140610,000000,65.9300000,65.9300000,63.0200000,63.8800000,2831340
MOEX,D,20140611,000000,64.0000000,65.6500000,63.5000000,65.6500000,2409660
MOEX,D,20140616,000000,64.8300000,66.2500000,64.0000000,65.6500000,7246170
MOEX,D,20140617,000000,65.5500000,66.7200000,65.0000000,66.3000000,2526810
